observation_id,merchant_id,timestamp,hour,zomato_orders_count,other_platform_orders_count,dine_in_orders_count,total_kitchen_load,kitchen_capacity,utilization_rate,observable_load_ratio
OBS00000314,M000743,2026-02-23 14:37:00,14,1,1,0,2,34,0.059,0.5
OBS00000315,M000013,2026-01-19 21:58:00,21,9,6,0,15,17,0.882,0.6
OBS00000316,M000103,2026-02-09 05:27:00,5,2,1,0,3,13,0.231,0.667
OBS00000317,M000149,2026-01-18 15:13:00,15,1,0,0,1,20,0.05,1.0
OBS00000318,M000166,2026-02-01 06:20:00,6,2,0,0,2,36,0.056,1.0
OBS00000319,M000483,2026-01-13 05:20:00,5,6,8,0,14,12,1.0,0.429
OBS00000320,M000713,2026-01-22 06:49:00,6,5,4,0,9,10,0.9,0.556
OBS00000321,M000136,2026-01-05 13:56:00,13,2,2,3,7,20,0.35,0.286
OBS00000322,M000095,2026-03-01 13:21:00,13,0,0,0,0,13,0.0,0.0
OBS00000323,M000940,2026-01-09 01:41:00,1,1,2,0,3,27,0.111,0.333
OBS00000324,M000664,2026-02-24 16:19:00,16,1,0,0,1,29,0.034,1.0
OBS00000325,M000824,2026-02-26 08:35:00,8,10,12,0,22,23,0.957,0.455
OBS00000326,M000951,2026-02-16 18:29:00,18,2,0,0,2,45,0.044,1.0
OBS00000327,M000130,2026-01-05 16:21:00,16,2,1,0,3,26,0.115,0.667
OBS00000328,M000326,2026-01-02 01:47:00,1,2,1,0,3,6,0.5,0.667
OBS00000329,M000550,2026-01-09 02:06:00,2,0,0,0,0,43,0.0,0.0
OBS00000330,M000866,2026-02-26 21:12:00,21,2,2,0,4,6,0.667,0.5
OBS00000331,M000656,2026-01-11 14:25:00,14,9,7,0,16,31,0.516,0.562
OBS00000332,M000481,2026-02-01 09:17:00,9,1,0,0,1,8,0.125,1.0
OBS00000333,M000141,2026-01-18 16:39:00,16,4,0,0,4,6,0.667,1.0
OBS00000334,M000157,2026-01-06 17:01:00,17,2,0,0,2,36,0.056,1.0
OBS00000335,M000090,2026-01-31 16:50:00,16,10,9,0,19,36,0.528,0.526
OBS00000336,M000338,2026-02-28 14:00:00,14,3,0,0,3,44,0.068,1.0
OBS00000337,M000600,2026-02-23 05:47:00,5,12,13,0,25,36,0.694,0.48
OBS00000338,M000309,2026-02-13 19:05:00,19,1,1,1,3,37,0.081,0.333
OBS00000339,M000148,2026-01-29 19:27:00,19,4,2,0,6,19,0.316,0.667
OBS00000340,M000513,2026-01-13 17:37:00,17,0,0,0,0,45,0.0,0.0
OBS00000341,M000162,2026-02-06 02:45:00,2,5,0,0,5,34,0.147,1.0
OBS00000342,M000752,2026-02-25 12:37:00,12,3,1,6,10,32,0.312,0.3
OBS00000343,M000633,2026-03-01 06:16:00,6,0,0,0,0,47,0.0,0.0
OBS00000344,M000073,2026-01-04 19:41:00,19,43,38,0,81,6,1.0,0.531
OBS00000345,M000964,2026-02-08 03:43:00,3,2,3,0,5,11,0.455,0.4
OBS00000346,M000086,2026-02-09 00:31:00,0,2,2,0,4,8,0.5,0.5
OBS00000347,M000457,2026-02-16 05:34:00,5,2,2,0,4,13,0.308,0.5
OBS00000348,M000844,2026-02-06 20:42:00,20,0,0,0,0,8,0.0,0.0
OBS00000349,M000710,2026-02-26 07:45:00,7,1,1,0,2,25,0.08,0.5
OBS00000350,M000805,2026-02-12 04:28:00,4,0,0,0,0,30,0.0,0.0
OBS00000351,M000420,2026-02-05 08:38:00,8,0,0,0,0,44,0.0,0.0
OBS00000352,M000354,2026-02-09 01:00:00,1,1,0,0,1,41,0.024,1.0
OBS00000353,M000244,2026-01-31 22:28:00,22,0,0,0,0,47,0.0,0.0
OBS00000354,M000288,2026-01-26 10:46:00,10,1,0,0,1,9,0.111,1.0
OBS00000355,M000582,2026-01-21 11:27:00,11,3,6,0,9,16,0.562,0.333
OBS00000356,M000785,2026-01-09 08:23:00,8,0,0,0,0,21,0.0,0.0
OBS00000357,M000798,2026-01-19 17:01:00,17,0,0,0,0,9,0.0,0.0
OBS00000358,M000154,2026-02-04 19:45:00,19,2,0,2,4,30,0.133,0.5
OBS00000359,M000826,2026-02-03 20:17:00,20,0,0,0,0,40,0.0,0.0
OBS00000360,M000095,2026-02-05 07:25:00,7,0,0,0,0,13,0.0,0.0
OBS00000361,M000794,2026-02-05 13:00:00,13,13,9,0,22,17,1.0,0.591
OBS00000362,M000202,2026-03-01 20:43:00,20,0,0,0,0,33,0.0,0.0
OBS00000363,M000219,2026-02-21 01:16:00,1,1,0,0,1,36,0.028,1.0
OBS00000364,M000516,2026-01-12 05:32:00,5,1,0,0,1,24,0.042,1.0
OBS00000365,M000276,2026-02-04 01:00:00,1,11,7,0,18,29,0.621,0.611
OBS00000366,M000299,2026-02-03 04:44:00,4,0,0,0,0,5,0.0,0.0
OBS00000367,M000320,2026-01-12 20:20:00,20,2,3,0,5,34,0.147,0.4
OBS00000368,M000211,2026-02-12 23:41:00,23,1,0,0,1,37,0.027,1.0
OBS00000369,M000266,2026-02-04 15:19:00,15,1,0,0,1,38,0.026,1.0
OBS00000370,M000451,2026-02-28 16:49:00,16,1,0,0,1,30,0.033,1.0
OBS00000371,M000050,2026-01-25 15:51:00,15,14,13,0,27,23,1.0,0.519
OBS00000372,M000488,2026-02-22 02:57:00,2,0,0,0,0,42,0.0,0.0
OBS00000373,M000611,2026-01-27 20:38:00,20,6,6,0,12,12,1.0,0.5
OBS00000374,M000446,2026-02-22 01:24:00,1,0,0,0,0,21,0.0,0.0
OBS00000375,M000073,2026-01-07 23:08:00,23,16,16,0,32,6,1.0,0.5
OBS00000376,M000849,2026-02-13 08:38:00,8,0,0,0,0,8,0.0,0.0
OBS00000377,M000281,2026-02-10 07:23:00,7,4,2,0,6,22,0.273,0.667
OBS00000378,M000945,2026-02-27 13:56:00,13,1,0,3,4,49,0.082,0.25
OBS00000379,M000628,2026-02-15 21:11:00,21,4,2,0,6,42,0.143,0.667
OBS00000380,M000172,2026-01-27 03:39:00,3,3,0,0,3,11,0.273,1.0
OBS00000381,M000154,2026-02-26 12:22:00,12,2,0,2,4,30,0.133,0.5
OBS00000382,M000766,2026-01-20 10:47:00,10,0,0,0,0,5,0.0,0.0
OBS00000383,M000164,2026-01-06 17:09:00,17,0,0,0,0,34,0.0,0.0
OBS00000384,M000581,2026-01-25 05:58:00,5,3,2,0,5,19,0.263,0.6
OBS00000385,M000203,2026-02-27 15:53:00,15,0,0,0,0,11,0.0,0.0
OBS00000386,M000859,2026-01-22 23:29:00,23,4,4,0,8,28,0.286,0.5
OBS00000387,M000588,2026-02-05 07:40:00,7,0,0,0,0,31,0.0,0.0
OBS00000388,M000140,2026-02-28 09:38:00,9,1,1,0,2,49,0.041,0.5
OBS00000389,M000567,2026-01-10 03:32:00,3,0,0,0,0,48,0.0,0.0
OBS00000390,M000089,2026-02-02 01:50:00,1,0,0,0,0,47,0.0,0.0
OBS00000391,M000319,2026-01-03 19:04:00,19,2,2,3,7,30,0.233,0.286
OBS00000392,M000317,2026-02-22 11:00:00,11,0,0,0,0,7,0.0,0.0
OBS00000393,M000893,2026-01-16 17:40:00,17,0,0,0,0,36,0.0,0.0
OBS00000394,M000539,2026-01-29 16:13:00,16,2,3,0,5,30,0.167,0.4
OBS00000395,M000018,2026-01-16 13:58:00,13,1,0,1,2,21,0.095,0.5
OBS00000396,M000050,2026-01-28 20:19:00,20,22,21,0,43,23,1.0,0.512
OBS00000397,M000554,2026-02-04 01:14:00,1,15,10,0,25,34,0.735,0.6
OBS00000398,M000525,2026-01-06 19:49:00,19,6,5,6,17,21,0.81,0.353
OBS00000399,M000541,2026-02-19 07:02:00,7,3,5,0,8,43,0.186,0.375
OBS00000400,M000284,2026-02-20 15:51:00,15,3,1,0,4,27,0.148,0.75
OBS00000401,M000355,2026-02-20 07:39:00,7,0,0,0,0,46,0.0,0.0
OBS00000402,M000195,2026-02-13 19:37:00,19,25,27,0,52,36,1.0,0.481
OBS00000403,M000268,2026-01-31 22:46:00,22,0,0,0,0,9,0.0,0.0
OBS00000404,M000442,2026-01-06 10:05:00,10,5,3,0,8,19,0.421,0.625
OBS00000405,M000915,2026-01-16 10:14:00,10,0,0,0,0,9,0.0,0.0
OBS00000406,M000336,2026-01-02 10:44:00,10,2,0,0,2,12,0.167,1.0
OBS00000407,M000168,2026-01-05 16:20:00,16,1,0,0,1,25,0.04,1.0
OBS00000408,M000692,2026-02-26 04:19:00,4,0,0,0,0,27,0.0,0.0
OBS00000409,M000813,2026-02-17 00:45:00,0,0,0,0,0,18,0.0,0.0
OBS00000410,M000526,2026-01-24 07:55:00,7,5,7,0,12,40,0.3,0.417
OBS00000411,M000704,2026-01-21 16:44:00,16,2,1,0,3,25,0.12,0.667
OBS00000412,M000986,2026-01-04 05:58:00,5,1,1,0,2,31,0.065,0.5
OBS00000413,M000581,2026-01-22 06:30:00,6,3,3,0,6,19,0.316,0.5
OBS00000414,M000120,2026-02-23 04:19:00,4,2,2,0,4,21,0.19,0.5
OBS00000415,M000741,2026-01-13 21:19:00,21,3,5,0,8,5,1.0,0.375
OBS00000416,M000856,2026-02-12 22:58:00,22,1,1,0,2,35,0.057,0.5
OBS00000417,M000329,2026-01-03 03:07:00,3,5,0,0,5,15,0.333,1.0
OBS00000418,M000741,2026-02-11 08:36:00,8,1,1,0,2,5,0.4,0.5
OBS00000419,M000033,2026-01-20 13:15:00,13,6,2,0,8,47,0.17,0.75
OBS00000420,M000837,2026-01-15 21:06:00,21,21,0,0,21,36,0.583,1.0
OBS00000421,M000436,2026-01-18 21:34:00,21,3,2,0,5,22,0.227,0.6
OBS00000422,M000062,2026-01-02 11:27:00,11,0,0,0,0,36,0.0,0.0
OBS00000423,M000079,2026-01-30 02:33:00,2,2,1,0,3,46,0.065,0.667
OBS00000424,M000886,2026-01-29 01:01:00,1,3,4,0,7,34,0.206,0.429
OBS00000425,M000980,2026-01-06 11:35:00,11,2,2,0,4,16,0.25,0.5
OBS00000426,M000460,2026-02-25 19:55:00,19,0,0,0,0,42,0.0,0.0
OBS00000427,M000398,2026-01-25 12:48:00,12,2,3,2,7,40,0.175,0.286
OBS00000428,M000300,2026-01-04 12:08:00,12,40,43,56,139,19,1.0,0.288
OBS00000429,M000294,2026-01-11 03:05:00,3,0,0,0,0,26,0.0,0.0
OBS00000430,M000941,2026-02-03 19:13:00,19,2,1,1,4,34,0.118,0.5
OBS00000431,M000035,2026-02-11 21:04:00,21,3,4,0,7,30,0.233,0.429
OBS00000432,M000770,2026-01-30 14:32:00,14,9,0,0,9,25,0.36,1.0
OBS00000433,M000861,2026-01-18 14:11:00,14,0,0,0,0,47,0.0,0.0
OBS00000434,M000418,2026-01-17 15:42:00,15,3,6,0,9,42,0.214,0.333
OBS00000435,M000704,2026-01-21 12:37:00,12,4,2,0,6,25,0.24,0.667
OBS00000436,M000178,2026-01-14 11:41:00,11,19,11,0,30,8,1.0,0.633
OBS00000437,M000021,2026-02-08 16:22:00,16,1,1,0,2,9,0.222,0.5
OBS00000438,M000979,2026-01-23 08:21:00,8,4,2,0,6,46,0.13,0.667
OBS00000439,M000348,2026-02-24 17:58:00,17,1,1,0,2,31,0.065,0.5
OBS00000440,M000369,2026-01-07 00:03:00,0,0,0,0,0,23,0.0,0.0
OBS00000441,M000117,2026-02-15 11:42:00,11,4,1,0,5,32,0.156,0.8
OBS00000442,M000226,2026-01-20 09:06:00,9,1,0,0,1,19,0.053,1.0
OBS00000443,M000173,2026-02-21 06:55:00,6,0,0,0,0,26,0.0,0.0
OBS00000444,M000169,2026-02-27 06:15:00,6,3,2,0,5,17,0.294,0.6
OBS00000445,M000517,2026-02-19 21:18:00,21,29,26,0,55,43,1.0,0.527
OBS00000446,M000036,2026-02-27 11:00:00,11,0,0,0,0,20,0.0,0.0
OBS00000447,M000484,2026-01-29 16:26:00,16,68,51,0,119,29,1.0,0.571
OBS00000448,M000628,2026-01-15 02:39:00,2,2,2,0,4,42,0.095,0.5
OBS00000449,M000930,2026-01-14 18:53:00,18,18,14,0,32,27,1.0,0.562
OBS00000450,M000759,2026-02-04 09:37:00,9,0,0,0,0,35,0.0,0.0
OBS00000451,M000634,2026-01-29 12:18:00,12,27,0,0,27,40,0.675,1.0
OBS00000452,M000399,2026-02-18 20:44:00,20,0,0,0,0,17,0.0,0.0
OBS00000453,M000334,2026-02-09 14:47:00,14,2,1,0,3,26,0.115,0.667
OBS00000454,M000636,2026-02-18 12:21:00,12,2,0,5,7,36,0.194,0.286
OBS00000455,M000271,2026-01-24 05:54:00,5,3,3,0,6,16,0.375,0.5
OBS00000456,M000165,2026-02-11 11:26:00,11,4,2,0,6,49,0.122,0.667
OBS00000457,M000906,2026-02-18 06:21:00,6,0,0,0,0,15,0.0,0.0
OBS00000458,M000453,2026-02-07 06:56:00,6,0,0,0,0,25,0.0,0.0
OBS00000459,M000089,2026-01-30 21:11:00,21,1,0,0,1,47,0.021,1.0
OBS00000460,M000489,2026-01-08 12:26:00,12,1,2,0,3,32,0.094,0.333
OBS00000461,M000514,2026-02-28 13:15:00,13,1,0,3,4,35,0.114,0.25
OBS00000462,M000411,2026-02-27 01:46:00,1,1,2,0,3,26,0.115,0.333
OBS00000463,M000560,2026-02-06 01:04:00,1,0,0,0,0,25,0.0,0.0
OBS00000464,M000761,2026-02-20 18:12:00,18,2,0,0,2,16,0.125,1.0
OBS00000465,M000789,2026-02-23 20:55:00,20,10,4,0,14,39,0.359,0.714
OBS00000466,M000194,2026-01-03 23:55:00,23,1,0,0,1,25,0.04,1.0
OBS00000467,M000948,2026-02-22 15:26:00,15,1,2,0,3,18,0.167,0.333
OBS00000468,M000552,2026-02-02 07:31:00,7,3,1,0,4,36,0.111,0.75
OBS00000469,M000362,2026-02-10 05:52:00,5,2,0,0,2,24,0.083,1.0
OBS00000470,M000969,2026-01-03 09:28:00,9,3,3,0,6,22,0.273,0.5
OBS00000471,M000801,2026-02-26 15:51:00,15,3,2,0,5,29,0.172,0.6
OBS00000472,M000506,2026-02-01 21:01:00,21,10,8,0,18,14,1.0,0.556
OBS00000473,M000272,2026-02-03 20:36:00,20,2,0,7,9,8,1.0,0.222
OBS00000474,M000159,2026-01-29 22:00:00,22,8,5,0,13,7,1.0,0.615
OBS00000475,M000248,2026-02-09 09:17:00,9,1,0,0,1,9,0.111,1.0
OBS00000476,M000325,2026-01-18 12:31:00,12,1,2,0,3,42,0.071,0.333
OBS00000477,M000178,2026-01-24 23:54:00,23,17,9,0,26,8,1.0,0.654
OBS00000478,M000432,2026-01-22 03:41:00,3,5,3,0,8,13,0.615,0.625
OBS00000479,M000185,2026-01-17 16:48:00,16,1,0,0,1,24,0.042,1.0
OBS00000480,M000865,2026-01-02 04:42:00,4,2,3,0,5,49,0.102,0.4
OBS00000481,M000139,2026-01-05 00:51:00,0,2,1,0,3,44,0.068,0.667
OBS00000482,M000567,2026-03-01 12:38:00,12,0,0,0,0,48,0.0,0.0
OBS00000483,M000721,2026-02-03 21:52:00,21,0,0,0,0,32,0.0,0.0
OBS00000484,M000867,2026-01-04 07:25:00,7,3,4,0,7,12,0.583,0.429
OBS00000485,M000194,2026-01-19 19:05:00,19,4,2,5,11,25,0.44,0.364
OBS00000486,M000351,2026-01-19 00:03:00,0,6,3,0,9,13,0.692,0.667
OBS00000487,M000155,2026-02-09 06:59:00,6,8,5,0,13,27,0.481,0.615
OBS00000488,M000311,2026-02-07 15:14:00,15,3,0,0,3,19,0.158,1.0
OBS00000489,M000240,2026-01-07 08:03:00,8,0,0,0,0,36,0.0,0.0
OBS00000490,M000584,2026-01-19 05:27:00,5,0,0,0,0,49,0.0,0.0
OBS00000491,M000122,2026-02-19 03:45:00,3,0,0,0,0,27,0.0,0.0
OBS00000492,M000733,2026-01-10 13:55:00,13,0,0,0,0,49,0.0,0.0
OBS00000493,M000285,2026-02-11 23:54:00,23,0,0,0,0,15,0.0,0.0
OBS00000494,M000596,2026-02-11 10:16:00,10,0,0,0,0,47,0.0,0.0
OBS00000495,M000994,2026-02-18 03:32:00,3,1,0,0,1,47,0.021,1.0
OBS00000496,M000429,2026-01-27 01:00:00,1,0,0,0,0,46,0.0,0.0
OBS00000497,M000141,2026-01-31 23:15:00,23,6,0,0,6,6,1.0,1.0
OBS00000498,M000059,2026-01-22 12:47:00,12,3,3,6,12,44,0.273,0.25
OBS00000499,M000258,2026-01-03 19:05:00,19,12,9,0,21,14,1.0,0.571
OBS00000500,M000025,2026-02-13 20:20:00,20,0,0,0,0,43,0.0,0.0
OBS00000501,M000096,2026-02-22 15:00:00,15,6,0,0,6,32,0.188,1.0
OBS00000502,M000084,2026-01-20 20:58:00,20,2,0,2,4,18,0.222,0.5
OBS00000503,M000900,2026-02-16 18:16:00,18,0,0,0,0,41,0.0,0.0
OBS00000504,M000628,2026-02-09 08:02:00,8,0,0,0,0,42,0.0,0.0
OBS00000505,M000624,2026-01-29 01:20:00,1,36,24,0,60,23,1.0,0.6
OBS00000506,M000921,2026-02-15 05:28:00,5,0,0,0,0,5,0.0,0.0
OBS00000507,M000182,2026-03-01 11:58:00,11,0,0,0,0,28,0.0,0.0
OBS00000508,M000225,2026-01-24 08:18:00,8,0,0,0,0,35,0.0,0.0
OBS00000509,M000389,2026-02-06 18:56:00,18,4,0,0,4,27,0.148,1.0
OBS00000510,M000866,2026-01-04 23:21:00,23,1,1,0,2,6,0.333,0.5
OBS00000511,M000689,2026-02-26 00:35:00,0,2,2,0,4,35,0.114,0.5
OBS00000512,M000368,2026-02-18 14:00:00,14,2,1,0,3,33,0.091,0.667
OBS00000513,M000706,2026-02-21 02:00:00,2,2,0,0,2,42,0.048,1.0
OBS00000514,M000614,2026-01-25 03:15:00,3,0,0,0,0,15,0.0,0.0
OBS00000515,M000186,2026-01-24 14:30:00,14,0,0,0,0,16,0.0,0.0
OBS00000516,M000503,2026-01-20 03:14:00,3,0,0,0,0,18,0.0,0.0
OBS00000517,M000211,2026-03-01 08:48:00,8,0,0,0,0,37,0.0,0.0
OBS00000518,M000942,2026-01-30 16:48:00,16,11,7,0,18,29,0.621,0.611
OBS00000519,M000716,2026-01-27 13:35:00,13,2,4,0,6,27,0.222,0.333
OBS00000520,M000678,2026-02-11 21:39:00,21,8,0,0,8,7,1.0,1.0
OBS00000521,M000193,2026-02-21 10:49:00,10,1,1,0,2,10,0.2,0.5
OBS00000522,M000477,2026-02-05 01:13:00,1,0,0,0,0,17,0.0,0.0
OBS00000523,M000359,2026-01-04 08:09:00,8,15,8,0,23,19,1.0,0.652
OBS00000524,M000079,2026-02-09 17:15:00,17,4,1,0,5,46,0.109,0.8
OBS00000525,M000635,2026-01-14 19:45:00,19,0,0,0,0,17,0.0,0.0
OBS00000526,M000262,2026-01-27 08:19:00,8,4,0,0,4,23,0.174,1.0
OBS00000527,M000267,2026-01-21 00:40:00,0,1,2,0,3,32,0.094,0.333
OBS00000528,M000395,2026-02-01 02:02:00,2,1,2,0,3,14,0.214,0.333
OBS00000529,M000136,2026-01-04 20:25:00,20,2,0,2,4,20,0.2,0.5
OBS00000530,M000408,2026-01-17 23:43:00,23,0,0,0,0,42,0.0,0.0
OBS00000531,M000052,2026-02-16 17:52:00,17,1,0,0,1,6,0.167,1.0
OBS00000532,M000490,2026-01-24 03:14:00,3,0,0,0,0,34,0.0,0.0
OBS00000533,M000102,2026-01-20 07:55:00,7,1,0,0,1,12,0.083,1.0
OBS00000534,M000675,2026-02-20 07:33:00,7,8,10,0,18,7,1.0,0.444
OBS00000535,M000548,2026-01-03 17:15:00,17,7,11,0,18,21,0.857,0.389
OBS00000536,M000804,2026-01-14 01:04:00,1,2,3,0,5,9,0.556,0.4
OBS00000537,M000174,2026-02-22 22:16:00,22,6,0,0,6,14,0.429,1.0
OBS00000538,M000182,2026-01-24 17:13:00,17,0,0,0,0,28,0.0,0.0
OBS00000539,M000390,2026-01-15 07:37:00,7,1,0,0,1,44,0.023,1.0
OBS00000540,M000781,2026-01-22 13:55:00,13,0,0,0,0,30,0.0,0.0
OBS00000541,M000591,2026-02-05 05:12:00,5,0,0,0,0,47,0.0,0.0
OBS00000542,M000764,2026-01-16 17:48:00,17,4,6,0,10,44,0.227,0.4
OBS00000543,M000055,2026-02-02 11:12:00,11,0,0,0,0,19,0.0,0.0
OBS00000544,M000838,2026-02-02 23:30:00,23,5,0,0,5,40,0.125,1.0
OBS00000545,M000071,2026-02-19 22:37:00,22,7,6,0,13,49,0.265,0.538
OBS00000546,M000902,2026-01-01 02:05:00,2,0,0,0,0,24,0.0,0.0
OBS00000547,M000699,2026-02-05 08:06:00,8,1,0,0,1,7,0.143,1.0
OBS00000548,M000259,2026-02-23 12:28:00,12,1,2,4,7,47,0.149,0.143
OBS00000549,M000499,2026-02-25 13:48:00,13,9,8,0,17,42,0.405,0.529
OBS00000550,M000985,2026-01-20 07:45:00,7,4,0,0,4,30,0.133,1.0
OBS00000551,M000140,2026-01-05 20:20:00,20,2,0,1,3,49,0.061,0.667
OBS00000552,M000693,2026-03-01 17:52:00,17,12,5,0,17,8,1.0,0.706
OBS00000553,M000482,2026-02-24 18:45:00,18,1,3,0,4,43,0.093,0.25
OBS00000554,M000182,2026-02-10 09:25:00,9,1,1,0,2,28,0.071,0.5
OBS00000555,M000167,2026-01-12 06:47:00,6,2,3,0,5,32,0.156,0.4
OBS00000556,M000883,2026-02-02 12:40:00,12,6,0,0,6,49,0.122,1.0
OBS00000557,M000661,2026-02-16 03:16:00,3,1,2,0,3,28,0.107,0.333
OBS00000558,M000009,2026-02-16 14:49:00,14,2,0,0,2,17,0.118,1.0
OBS00000559,M000295,2026-01-11 04:22:00,4,8,2,0,10,23,0.435,0.8
OBS00000560,M000716,2026-01-07 14:37:00,14,2,2,0,4,27,0.148,0.5
OBS00000561,M000006,2026-01-03 11:01:00,11,0,0,0,0,5,0.0,0.0
OBS00000562,M000909,2026-01-01 09:18:00,9,1,0,0,1,36,0.028,1.0
OBS00000563,M000634,2026-01-18 23:38:00,23,7,0,0,7,40,0.175,1.0
OBS00000564,M000139,2026-02-05 09:25:00,9,2,0,0,2,44,0.045,1.0
OBS00000565,M000163,2026-02-01 12:29:00,12,1,0,0,1,5,0.2,1.0
OBS00000566,M000890,2026-02-04 09:02:00,9,15,11,0,26,33,0.788,0.577
OBS00000567,M000778,2026-02-24 03:23:00,3,7,4,0,11,12,0.917,0.636
OBS00000568,M000567,2026-02-25 10:33:00,10,0,0,0,0,48,0.0,0.0
OBS00000569,M000043,2026-02-12 13:42:00,13,0,0,0,0,20,0.0,0.0
OBS00000570,M000643,2026-02-20 15:12:00,15,0,0,0,0,32,0.0,0.0
OBS00000571,M000671,2026-02-01 22:59:00,22,4,0,0,4,24,0.167,1.0
OBS00000572,M000874,2026-01-16 21:09:00,21,5,2,0,7,34,0.206,0.714
OBS00000573,M000135,2026-01-19 17:49:00,17,0,0,0,0,15,0.0,0.0
OBS00000574,M000196,2026-02-11 16:07:00,16,5,5,0,10,39,0.256,0.5
OBS00000575,M000931,2026-02-06 03:49:00,3,26,16,0,42,18,1.0,0.619
OBS00000576,M000565,2026-02-16 07:08:00,7,1,2,0,3,13,0.231,0.333
OBS00000577,M000590,2026-02-17 00:23:00,0,2,0,0,2,5,0.4,1.0
OBS00000578,M000676,2026-01-21 03:49:00,3,0,0,0,0,28,0.0,0.0
OBS00000579,M000010,2026-02-07 09:12:00,9,0,0,0,0,5,0.0,0.0
OBS00000580,M000357,2026-02-25 18:36:00,18,0,0,0,0,35,0.0,0.0
OBS00000581,M000081,2026-02-06 20:28:00,20,0,0,0,0,7,0.0,0.0
OBS00000582,M000099,2026-01-17 14:02:00,14,7,2,0,9,19,0.474,0.778
OBS00000583,M000376,2026-01-07 01:04:00,1,0,0,0,0,42,0.0,0.0
OBS00000584,M000647,2026-01-16 10:35:00,10,1,1,0,2,44,0.045,0.5
OBS00000585,M000010,2026-02-27 13:42:00,13,1,0,2,3,5,0.6,0.333
OBS00000586,M000837,2026-01-20 11:37:00,11,9,0,0,9,36,0.25,1.0
OBS00000587,M000358,2026-01-03 11:49:00,11,1,0,0,1,12,0.083,1.0
OBS00000588,M000176,2026-02-14 20:33:00,20,9,4,0,13,19,0.684,0.692
OBS00000589,M000862,2026-02-10 21:54:00,21,0,0,0,0,35,0.0,0.0
OBS00000590,M000612,2026-01-01 06:10:00,6,6,4,0,10,45,0.222,0.6
OBS00000591,M000118,2026-01-20 09:19:00,9,4,0,0,4,10,0.4,1.0
OBS00000592,M000490,2026-01-04 11:25:00,11,1,1,0,2,34,0.059,0.5
OBS00000593,M000147,2026-01-25 00:58:00,0,4,0,0,4,15,0.267,1.0
OBS00000594,M000898,2026-01-03 18:46:00,18,0,0,0,0,36,0.0,0.0
OBS00000595,M000885,2026-01-05 17:29:00,17,1,1,0,2,9,0.222,0.5
OBS00000596,M000357,2026-01-09 03:21:00,3,0,0,0,0,35,0.0,0.0
OBS00000597,M000975,2026-01-15 09:04:00,9,2,2,0,4,20,0.2,0.5
OBS00000598,M000768,2026-01-01 20:37:00,20,0,0,0,0,46,0.0,0.0
OBS00000599,M000345,2026-01-04 16:52:00,16,0,0,0,0,11,0.0,0.0
OBS00000600,M000842,2026-01-24 06:25:00,6,0,0,0,0,41,0.0,0.0
OBS00000601,M000601,2026-02-21 15:43:00,15,1,0,0,1,33,0.03,1.0
OBS00000602,M000847,2026-01-19 11:08:00,11,0,0,0,0,32,0.0,0.0
OBS00000603,M000590,2026-01-31 16:03:00,16,2,1,0,3,5,0.6,0.667
OBS00000604,M000071,2026-02-07 06:48:00,6,2,0,0,2,49,0.041,1.0
OBS00000605,M000969,2026-01-22 08:30:00,8,2,4,0,6,22,0.273,0.333
OBS00000606,M000651,2026-01-26 16:45:00,16,6,3,0,9,28,0.321,0.667
OBS00000607,M000378,2026-01-05 04:51:00,4,21,14,0,35,14,1.0,0.6
OBS00000608,M000283,2026-02-18 02:33:00,2,0,0,0,0,22,0.0,0.0
OBS00000609,M000549,2026-02-20 01:06:00,1,4,3,0,7,34,0.206,0.571
OBS00000610,M000611,2026-02-22 01:32:00,1,3,1,0,4,12,0.333,0.75
OBS00000611,M000954,2026-01-01 22:23:00,22,0,0,0,0,39,0.0,0.0
OBS00000612,M000784,2026-01-28 05:31:00,5,0,0,0,0,42,0.0,0.0
OBS00000613,M000514,2026-01-04 00:29:00,0,0,0,0,0,35,0.0,0.0
OBS00000614,M000290,2026-01-04 15:24:00,15,0,0,0,0,45,0.0,0.0
OBS00000615,M000200,2026-02-14 12:17:00,12,7,8,5,20,29,0.69,0.35
OBS00000616,M000163,2026-02-12 17:53:00,17,1,0,0,1,5,0.2,1.0
OBS00000617,M000626,2026-01-30 11:10:00,11,2,0,0,2,32,0.062,1.0
OBS00000618,M000769,2026-02-16 07:47:00,7,2,0,0,2,46,0.043,1.0
OBS00000619,M000732,2026-01-13 13:17:00,13,0,0,0,0,9,0.0,0.0
OBS00000620,M000026,2026-02-25 10:05:00,10,12,7,0,19,5,1.0,0.632
OBS00000621,M000871,2026-02-21 03:55:00,3,1,2,0,3,46,0.065,0.333
OBS00000622,M000159,2026-01-17 14:59:00,14,13,9,0,22,7,1.0,0.591
OBS00000623,M000747,2026-01-11 04:34:00,4,4,0,0,4,16,0.25,1.0
OBS00000624,M000896,2026-01-25 15:04:00,15,1,1,0,2,19,0.105,0.5
OBS00000625,M000395,2026-02-14 02:10:00,2,3,7,0,10,14,0.714,0.3
OBS00000626,M000526,2026-02-24 08:19:00,8,3,6,0,9,40,0.225,0.333
OBS00000627,M000017,2026-02-07 20:51:00,20,0,0,0,0,30,0.0,0.0
OBS00000628,M000731,2026-02-05 13:29:00,13,13,7,17,37,15,1.0,0.351
OBS00000629,M000784,2026-01-20 01:21:00,1,0,0,0,0,42,0.0,0.0
